City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kholtoson,RU,2022-06-15 22:16:19,50.2981,103.3097,56.44,98,100,0.76
296,Gibara,CU,2022-06-15 22:16:20,21.1097,-76.1317,70.92,75,23,14.9
297,Alofi,NU,2022-06-15 22:15:16,-19.0595,-169.9187,80.49,78,75,13.8
298,Ketchikan,US,2022-06-15 22:12:55,55.3422,-131.6461,64.87,52,0,13.8
299,Yaan,NG,2022-06-15 22:16:21,7.3833,8.5667,76.35,84,50,7.38
300,Nioro,GM,2022-06-15 22:16:21,13.35,-15.75,82.56,62,100,6.71
301,Nome,US,2022-06-15 22:14:42,64.5011,-165.4064,46.17,81,100,13.8
302,Hami,CN,2022-06-15 22:12:08,42.8,93.45,83.57,21,100,13.49
303,Iqaluit,CA,2022-06-15 22:16:22,63.7506,-68.5145,53.33,66,100,16.11
304,Lazaro Cardenas,MX,2022-06-15 22:16:23,17.9583,-102.2,81.88,74,100,3.87
305,Kudahuvadhoo,MV,2022-06-15 22:16:24,2.6708,72.8944,83.52,72,71,12.84
306,Spirovo,RU,2022-06-15 22:16:24,57.419,34.9766,54.32,79,97,10.83
307,Bambanglipuro,ID,2022-06-15 22:16:25,-7.95,110.2833,75.22,89,58,3.6
308,Thinadhoo,MV,2022-06-15 22:16:26,0.5333,72.9333,83.43,71,55,8.95
309,Maniitsoq,GL,2022-06-15 22:13:16,65.4167,-52.9,37.42,73,39,9.98
310,Matara,LK,2022-06-15 22:16:26,5.9485,80.5353,77.9,86,100,12.39
311,Nishihara,JP,2022-06-15 22:16:27,26.1842,127.7558,74.86,94,100,19.57
312,Livingston,GB,2022-06-15 22:14:54,55.9029,-3.5226,59.27,76,0,4.61
313,Olden,NO,2022-06-15 22:16:29,61.8364,6.8064,54.1,97,100,3.51
314,Saldanha,ZA,2022-06-15 22:16:29,-33.0117,17.9442,52.11,70,22,8.3
315,Chuy,UY,2022-06-15 22:16:29,-33.6971,-53.4616,54.7,74,98,4.47
316,Kijang,KR,2022-06-15 22:16:30,35.2442,129.2139,71.33,86,1,7.58
317,Carutapera,BR,2022-06-15 22:14:36,-1.195,-46.02,78.01,75,95,10.07
318,Waycross,US,2022-06-15 22:16:31,31.2136,-82.354,97.99,56,32,5.3
319,Port Moresby,PG,2022-06-15 22:16:32,-9.4431,147.1797,80.02,83,20,3.44
320,Maltahohe,NA,2022-06-15 22:16:32,-24.8333,16.9833,43.18,46,0,11.5
321,Gat,IL,2022-06-15 22:17:33,31.61,34.7642,74.8,100,0,4.94
322,Bilma,NE,2022-06-15 22:17:33,18.6853,12.9164,90.39,33,60,7.45
323,Lagos,NG,2022-06-15 22:14:08,6.5833,3.75,75.42,91,79,3.74
324,Hays,US,2022-06-15 22:17:34,30.0502,-98.0336,95.97,22,99,15.12
325,Dicabisagan,PH,2022-06-15 22:17:35,17.0818,122.4157,79.72,82,100,4.36
326,Ventspils,LV,2022-06-15 22:17:35,57.3894,21.5606,53.53,100,77,4.61
327,Swellendam,ZA,2022-06-15 22:17:36,-34.0226,20.4417,47.25,72,1,3.18
328,Berlevag,NO,2022-06-15 22:17:37,70.8578,29.0864,41.0,93,100,13.8
329,Kokkola,FI,2022-06-15 22:17:38,63.8385,23.1307,54.03,85,75,12.66
330,Lasa,IT,2022-06-15 22:17:38,46.6166,10.7002,68.88,77,48,2.01
331,Karratha,AU,2022-06-15 22:17:39,-20.7377,116.8463,71.42,58,25,8.84
332,Westport,US,2022-06-15 22:16:13,41.1415,-73.3579,78.35,75,40,9.22
333,Junin,AR,2022-06-15 22:17:35,-34.5838,-60.9433,55.71,54,75,5.44
334,Alexandria,EG,2022-06-15 22:17:07,31.2156,29.9553,75.13,79,0,7.09
335,Itatskiy,RU,2022-06-15 22:17:41,56.07,89.0369,55.76,89,86,3.89
336,Araouane,ML,2022-06-15 22:17:41,18.9048,-3.5265,92.98,21,20,4.79
337,Ostrovnoy,RU,2022-06-15 22:17:42,68.0531,39.5131,45.68,84,100,9.95
338,Los Llanos De Aridane,ES,2022-06-15 22:17:42,28.6585,-17.9182,65.95,89,0,16.11
339,Xacmaz,AZ,2022-06-15 22:17:43,41.4635,48.806,70.07,74,83,8.61
340,Bridlington,GB,2022-06-15 22:17:43,54.0831,-0.1919,60.89,90,72,2.73
341,Kununurra,AU,2022-06-15 22:17:44,-15.7667,128.7333,51.78,82,55,1.14
342,Sibolga,ID,2022-06-15 22:17:45,1.7427,98.7792,75.36,88,100,4.05
343,Ruidoso,US,2022-06-15 22:17:45,33.3317,-105.673,89.96,17,0,6.91
344,Ondjiva,AO,2022-06-15 22:17:06,-17.0667,15.7333,56.41,36,3,5.93
345,Tuatapere,NZ,2022-06-15 22:17:46,-46.1333,167.6833,48.06,90,88,8.61
346,Norden,DE,2022-06-15 22:17:46,53.6,7.2,57.94,75,100,6.91
347,Usinsk,RU,2022-06-15 22:17:47,65.9939,57.5281,47.62,78,0,9.08
348,Sawtell,AU,2022-06-15 22:17:48,-30.3833,153.1,50.02,100,0,4.61
349,Onega,RU,2022-06-15 22:17:48,63.9061,38.1404,53.76,92,77,6.78
350,Dire,ML,2022-06-15 22:17:49,12.2833,-10.9667,82.22,61,97,3.6
351,Calbuco,CL,2022-06-15 22:17:50,-41.768,-73.1273,45.61,85,16,1.63
352,Tocopilla,CL,2022-06-15 22:17:50,-22.092,-70.1979,59.79,73,14,7.34
353,Winnemucca,US,2022-06-15 22:17:06,40.973,-117.7357,82.45,13,0,3.38
354,Rocha,UY,2022-06-15 22:17:51,-34.4833,-54.3333,53.06,90,88,5.28
355,Severnyy,RU,2022-06-15 22:17:51,50.677,36.5532,57.24,67,0,6.71
356,Hithadhoo,MV,2022-06-15 22:17:52,-0.6,73.0833,82.24,72,75,5.5
357,Ossora,RU,2022-06-15 22:17:53,59.2353,163.0719,52.77,72,100,11.07
358,Aksu,CN,2022-06-15 22:17:53,41.1231,80.2644,77.14,24,52,5.44
359,Iskenderun,TR,2022-06-15 22:17:54,36.5872,36.1735,74.23,83,3,3.49
360,Alpena,US,2022-06-15 22:17:54,45.0617,-83.4327,95.32,38,20,14.97
361,Hervey Bay,AU,2022-06-15 22:17:55,-25.2986,152.8535,64.54,72,100,2.3
362,Kalmunai,LK,2022-06-15 22:17:55,7.4167,81.8167,77.45,79,100,3.85
363,Asau,RO,2022-06-15 22:17:56,46.4333,26.4,58.12,88,19,3.24
364,Manzanillo,CU,2022-06-15 22:14:32,20.3433,-77.1167,77.54,83,57,9.95
365,Sawakin,SD,2022-06-15 22:17:57,19.1059,37.3321,87.66,35,38,5.08
366,Taganak,PH,2022-06-15 22:17:57,6.0833,118.3,77.14,82,98,7.65
367,North Las Vegas,US,2022-06-15 22:16:23,36.1989,-115.1175,102.31,5,0,3.44
368,Ulladulla,AU,2022-06-15 22:18:58,-35.35,150.4667,53.83,74,79,8.12
369,Aleksandrov Gay,RU,2022-06-15 22:18:58,50.147,48.5704,70.02,40,79,8.5
370,Leshukonskoye,RU,2022-06-15 22:18:59,64.8989,45.7622,64.92,48,100,11.74
371,Malartic,CA,2022-06-15 22:15:15,48.1335,-78.1328,75.31,75,100,11.74
372,Sao Gabriel Da Cachoeira,BR,2022-06-15 22:19:00,-0.1303,-67.0892,75.56,93,75,1.03
373,Necochea,AR,2022-06-15 22:19:01,-38.5473,-58.7368,49.55,86,100,5.95
374,Salamanca,ES,2022-06-15 22:19:01,40.8333,-6.0,79.63,64,100,7.78
375,San Carlos,VE,2022-06-15 22:19:02,9.6612,-68.5827,80.58,70,96,3.13
376,Davila,PH,2022-06-15 22:19:02,18.4726,120.5763,76.98,79,100,4.07
377,Suez,EG,2022-06-15 22:19:03,29.9737,32.5263,72.93,77,0,11.36
378,Qaqortoq,GL,2022-06-15 22:19:03,60.7167,-46.0333,41.27,72,11,7.67
379,Qasigiannguit,GL,2022-06-15 22:19:04,68.8193,-51.1922,37.65,67,8,4.76
380,Havelock,US,2022-06-15 22:19:04,34.8791,-76.9013,87.78,48,0,8.99
381,Soto La Marina,MX,2022-06-15 22:19:05,23.7667,-98.2167,86.77,32,100,19.33
382,Roald,NO,2022-06-15 22:19:05,62.5833,6.1333,58.15,93,75,6.91
383,San Quintin,MX,2022-06-15 22:19:06,30.4833,-115.95,69.21,59,1,8.66
384,Taitung,TW,2022-06-15 22:19:06,22.7583,121.1444,79.07,83,40,4.61
385,Kichera,RU,2022-06-15 22:19:07,55.9375,110.0997,65.12,60,10,3.6
386,Muros,ES,2022-06-15 22:19:08,42.7762,-9.0603,66.09,89,97,9.19
387,Takoradi,GH,2022-06-15 22:19:09,4.8845,-1.7554,75.74,90,100,6.55
388,Bafoulabe,ML,2022-06-15 22:19:09,13.8065,-10.8321,90.52,44,100,3.89
389,Nuuk,GL,2022-06-15 22:15:15,64.1835,-51.7216,45.21,57,0,5.75
390,Arlit,NE,2022-06-15 22:19:10,18.7369,7.3853,87.58,33,91,3.36
391,Shangzhi,CN,2022-06-15 22:19:10,45.2167,127.9667,60.06,97,100,8.1
392,Mocajuba,BR,2022-06-15 22:19:11,-2.5842,-49.5072,76.35,72,99,2.93
393,Clemson,US,2022-06-15 22:15:27,34.6834,-82.8374,98.64,53,0,5.75
394,Lakes Entrance,AU,2022-06-15 22:19:11,-37.8811,147.981,51.62,78,81,8.52
395,Sisimiut,GL,2022-06-15 22:19:12,66.9395,-53.6735,38.62,64,77,5.01
396,Haines Junction,CA,2022-06-15 22:19:13,60.7522,-137.5108,62.55,45,84,6.91
397,Sur,OM,2022-06-15 22:19:13,22.5667,59.5289,86.67,67,16,12.39
398,Jalu,LY,2022-06-15 22:19:14,29.0331,21.5482,78.01,53,5,16.46
399,Mingyue,CN,2022-06-15 22:19:14,43.1069,128.9217,56.82,87,59,2.37
400,Hay River,CA,2022-06-15 22:19:15,60.8156,-115.7999,66.18,48,75,8.05
401,Chilliwack,CA,2022-06-15 22:19:15,49.1747,-121.9443,65.35,68,96,5.75
402,Pacific Grove,US,2022-06-15 22:16:13,36.6177,-121.9166,83.01,75,0,12.66
403,Ghimes-Faget,RO,2022-06-15 22:19:16,46.5833,26.0667,57.22,93,28,0.58
404,Nyimba,ZM,2022-06-15 22:14:24,-14.5566,30.8149,62.49,56,0,3.91
405,Guadalajara,MX,2022-06-15 22:19:17,20.6667,-103.3333,82.17,36,75,6.91
406,Pallasovka,RU,2022-06-15 22:19:18,50.05,46.8833,69.53,42,100,5.26
407,Mpika,ZM,2022-06-15 22:19:18,-11.8343,31.4529,56.34,75,1,2.19
408,Muko,JP,2022-06-15 22:19:19,34.9654,135.7041,71.47,92,100,0.83
409,Tommot,RU,2022-06-15 22:19:19,58.9564,126.2925,57.6,71,0,1.57
410,Gushikawa,JP,2022-06-15 22:19:20,26.3544,127.8686,74.79,100,100,3.44
411,Altay,CN,2022-06-15 22:19:21,47.8667,88.1167,63.12,60,96,2.26
412,Mathbaria,BD,2022-06-15 22:20:21,22.2876,89.9593,82.56,84,100,12.1
413,Broome,US,2022-06-15 22:20:22,42.2506,-75.833,85.69,47,0,5.75
414,Romitan,UZ,2022-06-15 22:20:22,39.9343,64.3814,75.15,100,0,9.22
415,Portland,US,2022-06-15 22:20:18,45.5234,-122.6762,73.62,53,75,9.22
416,Kavieng,PG,2022-06-15 22:20:23,-2.5744,150.7967,83.32,73,18,13.44
417,Ambovombe,MG,2022-06-15 22:20:23,-25.1667,46.0833,71.17,62,75,6.53
418,Miranda,CO,2022-06-15 22:20:24,3.2499,-76.2281,80.73,80,31,1.92
419,Raudeberg,NO,2022-06-15 22:20:25,61.9875,5.1352,51.87,92,100,10.25
420,Barbastro,ES,2022-06-15 22:20:26,42.0356,0.1269,84.74,43,21,7.49
421,Vestmannaeyjar,IS,2022-06-15 22:20:26,63.4427,-20.2734,49.19,75,48,15.1
422,Rio Tercero,AR,2022-06-15 22:18:11,-32.173,-64.1141,56.8,38,57,4.68
423,Plettenberg Bay,ZA,2022-06-15 22:20:27,-34.0527,23.3716,49.69,77,77,7.14
424,Malatya,TR,2022-06-15 22:20:28,38.5,38.0,55.45,88,0,2.3
425,Oksfjord,NO,2022-06-15 22:20:28,70.2396,22.3479,44.78,77,92,5.03
426,Katherine,AU,2022-06-15 22:20:29,-14.4667,132.2667,59.32,44,66,5.75
427,Vila Velha,BR,2022-06-15 22:18:58,-20.3297,-40.2925,71.55,83,75,5.75
428,Brae,GB,2022-06-15 22:20:30,60.3964,-1.353,52.18,96,100,15.77
429,Fare,PF,2022-06-15 22:20:31,-16.7,-151.0167,80.51,70,5,17.38
430,La Ronge,CA,2022-06-15 22:20:32,55.1001,-105.2842,61.05,63,75,5.75
431,Andenes,NO,2022-06-15 22:20:33,69.3143,16.1194,46.38,87,75,13.8
432,Lavrentiya,RU,2022-06-15 22:20:33,65.5833,-171.0,38.46,98,100,13.73
433,Ascension,US,2022-06-15 22:17:51,30.2169,-90.9001,97.16,55,40,3.44
434,Suna,RU,2022-06-15 22:20:34,57.8338,50.0588,60.89,94,100,6.29
435,Balaipungut,ID,2022-06-15 22:20:34,1.05,101.2833,73.22,99,97,1.25
436,Sao Joao Da Barra,BR,2022-06-15 22:20:35,-21.6403,-41.0511,67.77,73,99,9.33
437,Lahat,ID,2022-06-15 22:20:35,-3.8,103.5333,70.66,97,99,2.59
438,Nangavalli,IN,2022-06-15 22:20:36,11.75,77.8833,74.79,89,100,0.76
439,Hobyo,SO,2022-06-15 22:20:38,5.3505,48.5268,78.01,86,58,24.85
440,Lebu,CL,2022-06-15 22:20:38,-37.6167,-73.65,51.15,85,87,6.17
441,Yafran,LY,2022-06-15 22:20:38,32.0633,12.5286,70.07,40,0,6.8
442,Beira,MZ,2022-06-15 22:20:39,-19.8436,34.8389,67.71,80,0,6.78
443,Omboue,GA,2022-06-15 22:15:42,-1.5746,9.2618,73.49,86,44,7.83
444,Narasannapeta,IN,2022-06-15 22:20:39,18.4167,84.05,82.99,81,100,8.68
445,Indianola,US,2022-06-15 22:20:40,41.3581,-93.5574,77.49,70,43,9.4
446,Banff,CA,2022-06-15 22:19:43,51.1762,-115.5698,56.43,54,99,2.3
447,Berbera,SO,2022-06-15 22:20:41,10.4396,45.0143,89.22,55,2,8.23
448,Manacor,ES,2022-06-15 22:20:42,39.5696,3.2096,79.52,57,1,2.3
449,Gao,ML,2022-06-15 22:20:42,16.6362,1.637,89.89,34,52,7.45
450,Vanimo,PG,2022-06-15 22:20:42,-2.6741,141.3028,78.62,84,65,6.04
451,Ziarat,PK,2022-06-15 22:20:43,30.3823,67.7282,65.08,37,0,2.68
452,Canaries,ES,2022-06-15 22:20:43,28.0,-15.5,64.36,68,20,19.57
453,Zachary,US,2022-06-15 22:19:45,30.6485,-91.1565,96.82,48,75,6.91
454,Novo Aripuana,BR,2022-06-15 22:20:44,-5.1206,-60.3797,74.59,96,69,1.57
455,Emerald,AU,2022-06-15 22:21:46,-23.5333,148.1667,62.31,71,67,6.04
456,Mogok,MM,2022-06-15 22:21:46,22.9167,96.5,65.55,100,100,2.82
457,Hambantota,LK,2022-06-15 22:21:47,6.1241,81.1185,80.2,76,100,17.25
458,Seoul,KR,2022-06-15 22:21:13,37.5683,126.9778,65.59,82,75,3.44
459,Cherskiy,RU,2022-06-15 22:21:47,68.75,161.3,59.65,28,6,9.66
460,Chitradurga,IN,2022-06-15 22:21:48,14.2333,76.4,72.16,83,92,13.35
461,Auki,SB,2022-06-15 22:21:48,-8.7676,160.7034,80.91,77,100,3.87
462,Presidencia Roque Saenz Pena,AR,2022-06-15 22:21:49,-26.7852,-60.4388,62.11,70,11,6.38
463,Zheshart,RU,2022-06-15 22:21:50,62.0731,49.5733,59.94,98,100,6.44
464,Ahipara,NZ,2022-06-15 22:21:50,-35.1667,173.1667,60.15,64,55,6.69
465,Yantal,RU,2022-06-15 22:21:51,56.8471,105.2542,62.89,67,31,3.4
466,Haputale,LK,2022-06-15 22:21:51,6.7681,80.9595,63.63,81,100,3.38
467,Kloulklubed,PW,2022-06-15 22:21:51,7.0419,134.2556,77.5,75,70,10.65
468,Nyurba,RU,2022-06-15 22:21:52,63.2842,118.3319,60.64,75,50,2.8
469,Manhattan,US,2022-06-15 22:21:31,40.7834,-73.9662,78.58,66,0,18.41
470,Yanam,IN,2022-06-15 22:21:54,16.7333,82.2167,81.39,84,100,3.15
471,Bang Krathum,TH,2022-06-15 22:21:54,16.5783,100.3003,78.19,85,100,4.83
472,Isla Mujeres,MX,2022-06-15 22:21:55,21.2311,-86.731,86.16,80,9,10.36
473,Lamin,GM,2022-06-15 22:21:55,13.3522,-16.4339,80.71,82,99,11.86
474,Alzamay,RU,2022-06-15 22:21:56,55.5562,98.6644,60.64,93,93,4.34
475,Santa Maria,BR,2022-06-15 22:17:09,-29.6842,-53.8069,56.23,91,5,4.52
476,Nizhnyaya Tavda,RU,2022-06-15 22:21:57,57.6731,66.1725,52.86,86,20,6.24
477,Malanje,AO,2022-06-15 22:21:57,-9.5402,16.341,61.97,38,27,2.86
478,Pevek,RU,2022-06-15 22:21:58,69.7008,170.3133,34.7,78,5,4.38
479,Tukrah,LY,2022-06-15 22:21:58,32.5341,20.5791,73.08,81,1,7.16
480,Qui Nhon,VN,2022-06-15 22:21:59,13.7667,109.2333,77.94,89,94,4.14
481,Petukhovo,RU,2022-06-15 22:21:59,55.0692,67.9019,53.78,86,36,7.18
482,Douglas,US,2022-06-15 22:17:45,41.3,-96.167,79.59,64,0,5.75
483,Lima,PE,2022-06-15 22:21:31,-12.0432,-77.0282,64.38,81,0,16.11
484,Hangu,CN,2022-06-15 22:22:00,39.2489,117.7892,73.44,85,77,2.59
485,Bria,CF,2022-06-15 22:22:01,6.5423,21.9863,68.54,96,100,11.61
486,Mahon,ES,2022-06-15 22:22:01,39.8885,4.2658,75.76,73,0,4.61
487,Ulagan,RU,2022-06-15 22:22:02,50.6321,87.9563,52.56,94,58,1.88
488,Mut,TR,2022-06-15 22:22:02,36.6439,33.4389,74.79,46,0,4.29
489,Bjelovar,HR,2022-06-15 22:22:03,45.8986,16.8489,60.04,82,2,2.8
490,Gigmoto,PH,2022-06-15 22:22:03,13.7796,124.39,81.82,82,45,7.4
491,Teguise,ES,2022-06-15 22:22:04,29.0605,-13.564,66.42,78,20,12.66
492,Pierre,US,2022-06-15 22:22:04,44.3683,-100.351,77.86,53,0,13.0
493,Ambalavao,MG,2022-06-15 22:22:05,-21.8333,46.9333,55.85,90,3,2.35
494,Dongsheng,CN,2022-06-15 22:22:06,39.8161,109.9776,69.03,24,73,6.24
495,Igarka,RU,2022-06-15 22:22:06,67.4667,86.5833,62.69,71,100,8.84
496,Tilichiki,RU,2022-06-15 22:22:07,60.4667,166.1,50.4,71,99,9.04
497,Ryotsu,JP,2022-06-15 22:22:07,38.0833,138.4333,65.84,90,98,7.61
498,Santa Lucia,ES,2022-06-15 22:18:27,27.9117,-15.5407,63.72,68,20,19.57
499,Poplar Bluff,US,2022-06-15 22:22:08,36.757,-90.3929,94.78,47,24,1.99
500,Waingapu,ID,2022-06-15 22:22:08,-9.6567,120.2641,77.27,86,43,10.85
501,Quatre Cocos,MU,2022-06-15 22:23:08,-20.2078,57.7625,74.08,75,48,18.1
502,Bowen,AU,2022-06-15 22:23:09,-20.0167,148.2333,66.4,79,34,8.08
503,Monte Patria,CL,2022-06-15 22:23:10,-30.6919,-70.9467,57.18,52,0,3.56
504,Langxiang,CN,2022-06-15 22:23:10,46.95,128.8833,61.65,87,93,2.15
505,Haicheng,CN,2022-06-15 22:23:11,40.8516,122.7475,62.11,86,21,6.51
506,Svetlogorsk,BY,2022-06-15 22:23:11,52.6333,29.7333,51.39,95,5,6.02
507,Zarubino,RU,2022-06-15 22:23:12,42.63,131.0922,54.55,96,100,3.6
508,Buena Vista,US,2022-06-15 22:23:12,43.4203,-83.8986,93.38,46,40,18.41
509,Zavet,BG,2022-06-15 22:23:13,43.7667,26.6667,58.41,82,0,4.88
510,Constitucion,CL,2022-06-15 22:23:14,-35.3333,-72.4167,52.02,88,25,8.79
511,Noumea,NC,2022-06-15 22:23:14,-22.2763,166.4572,75.99,99,91,10.04
512,Kindu,CD,2022-06-15 22:23:14,-2.95,25.95,70.72,83,8,2.28
513,Marzuq,YE,2022-06-15 22:23:15,14.4,46.4667,77.81,48,100,5.88
514,Voh,NC,2022-06-15 22:23:15,-20.9667,164.7,76.77,78,61,4.52
515,San Angelo,US,2022-06-15 22:22:41,31.4638,-100.437,99.95,32,0,19.57
516,Teya,RU,2022-06-15 22:23:16,60.3778,92.6267,58.46,98,69,3.0
517,Bima,ID,2022-06-15 22:23:16,-8.4667,118.7167,74.35,93,15,2.73
518,Lat Yao,TH,2022-06-15 22:23:17,15.751,99.7893,80.02,77,100,4.79
519,Meadow Lake,US,2022-06-15 22:23:18,34.8014,-106.5436,96.31,9,0,9.44
520,Martina Franca,IT,2022-06-15 22:23:18,40.7031,17.3339,70.43,48,4,4.85
521,Hlotse,LS,2022-06-15 22:23:19,-28.8718,28.045,31.46,66,5,4.21
522,Nanakuli,US,2022-06-15 22:23:19,21.3906,-158.1547,85.03,73,75,14.97
523,Sedhiou,SN,2022-06-15 22:23:20,12.7081,-15.5569,81.52,71,92,3.62
524,Saint-Georges,GD,2022-06-15 22:23:21,12.0564,-61.7485,80.28,89,75,19.57
525,Dunedin,NZ,2022-06-15 22:20:28,-45.8742,170.5036,51.33,67,38,19.3
526,Akyab,MM,2022-06-15 22:23:22,20.15,92.9,79.56,87,100,6.67
527,Southbridge,US,2022-06-15 22:23:23,42.0751,-72.0334,76.64,66,69,1.99
528,Kamen-Na-Obi,RU,2022-06-15 22:23:23,53.7884,81.3423,53.1,91,21,5.26
529,Katobu,ID,2022-06-15 22:23:24,-4.9408,122.5276,73.98,96,100,4.07
530,Acapulco,MX,2022-06-15 22:20:59,16.8634,-99.8901,76.82,94,100,4.61
531,Pitimbu,BR,2022-06-15 22:23:07,-7.4706,-34.8086,75.79,79,7,6.67
532,Gander,CA,2022-06-15 22:22:15,48.9682,-54.5906,62.73,48,20,2.3
533,Superior,US,2022-06-15 22:23:25,46.7208,-92.1041,70.48,79,100,18.41
534,Bentiu,SS,2022-06-15 22:23:26,9.2333,29.8333,72.81,78,69,4.21
535,Xanlar,AZ,2022-06-15 22:23:27,40.5869,46.3158,65.71,60,40,18.41
536,Ambulu,ID,2022-06-15 22:23:28,-8.345,113.6058,74.79,90,74,3.38
537,Kodinsk,RU,2022-06-15 22:23:28,58.6881,99.1844,63.27,90,100,2.73
538,Caxito,AO,2022-06-15 22:23:29,-8.5785,13.6643,64.92,96,12,2.3
539,Ayan,RU,2022-06-15 22:23:30,56.45,138.1667,43.57,89,94,2.19
540,Amapa,BR,2022-06-15 22:23:31,1.0,-52.0,72.66,92,91,3.22
541,Tura,IN,2022-06-15 22:23:32,25.5198,90.2201,72.91,99,100,6.55
542,Canon City,US,2022-06-15 22:23:32,38.441,-105.2424,93.61,20,0,10.36
543,Watsa,CD,2022-06-15 22:23:33,3.0372,29.5355,64.56,88,52,1.88
544,Jeremie,HT,2022-06-15 22:23:34,18.65,-74.1167,83.35,69,100,3.96
545,Teeli,RU,2022-06-15 22:23:35,51.0333,90.2333,56.23,82,53,0.69
546,Zhezkazgan,KZ,2022-06-15 22:24:35,47.8043,67.7144,61.75,51,2,7.54
547,Valparaiso,CL,2022-06-15 22:23:44,-33.0393,-71.6273,57.43,78,0,10.36
548,Peace River,CA,2022-06-15 22:22:54,56.2501,-117.286,73.71,28,100,20.71
549,Semenyih,MY,2022-06-15 22:24:14,2.9516,101.843,77.18,91,83,2.3
550,Richards Bay,ZA,2022-06-15 22:24:36,-28.783,32.0377,59.38,63,76,12.86
551,Luganville,VU,2022-06-15 22:24:37,-15.5333,167.1667,79.45,84,99,9.75
552,Manavalakurichi,IN,2022-06-15 22:24:37,8.1333,77.3,79.59,81,100,14.34
553,Zhigansk,RU,2022-06-15 22:24:38,66.7697,123.3711,50.05,67,5,18.37
554,Padang,ID,2022-06-15 22:22:14,-0.9492,100.3543,75.42,86,100,4.29
555,Devils Lake,US,2022-06-15 22:24:38,48.1128,-98.8651,66.94,52,100,18.41
